sentiment_category,gmap_id,user_name,spam_label,business_name,user_id,time,rating
neutral,unknown,Ozgur Sati,0,Haci'nin Yeri - Yigit Lokantasi,unknown,-999.0,3.0
positive,unknown,Arda Karaca,0,Haci'nin Yeri - Yigit Lokantasi,unknown,-999.0,4.0
positive,unknown,İrem Eren,0,Haci'nin Yeri - Yigit Lokantasi,unknown,-999.0,5.0
positive,unknown,Nadia Salim,0,Haci'nin Yeri - Yigit Lokantasi,unknown,-999.0,5.0
positive,unknown,Mehmet Eser,0,Haci'nin Yeri - Yigit Lokantasi,unknown,-999.0,5.0
positive,unknown,Celal Ozer,0,Haci'nin Yeri - Yigit Lokantasi,unknown,-999.0,5.0
positive,unknown,Onur Celebi,0,Haci'nin Yeri - Yigit Lokantasi,unknown,-999.0,5.0
positive,unknown,Kadir Tasci,0,Pizza Fellas,unknown,-999.0,5.0
negative,unknown,Serkan Colak,0,Pizza Fellas,unknown,-999.0,2.0
positive,unknown,Selim Cun,0,Pizza Fellas,unknown,-999.0,4.0
positive,unknown,Zeki Celik,0,Pizza Fellas,unknown,-999.0,5.0
neutral,unknown,Mustafa Caliskan,0,Pizza Fellas,unknown,-999.0,3.0
positive,unknown,Deniz Bilgin,0,Pizza Fellas,unknown,-999.0,5.0
positive,unknown,Cihan Tas,0,Pizza Fellas,unknown,-999.0,4.0
positive,unknown,Seda Sinem,0,Pizza Fellas,unknown,-999.0,5.0
positive,unknown,Nesrin Kuyumcu,0,Pizza Fellas,unknown,-999.0,5.0
positive,unknown,Okan Uslu,0,Pizza Fellas,unknown,-999.0,4.0
positive,unknown,Huseyin Uysal,0,Pizza Fellas,unknown,-999.0,4.0
positive,unknown,Dila Kocatepe,0,Cafe Inn,unknown,-999.0,5.0
negative,unknown,Hooman Sadati,0,Cafe Inn,unknown,-999.0,1.0
positive,unknown,Serap Gunay,0,Cafe Inn,unknown,-999.0,5.0
positive,unknown,Tugba Gunaydin,0,Cafe Inn,unknown,-999.0,4.0
positive,unknown,Can Ozdemir,0,Cafe Inn,unknown,-999.0,5.0
positive,unknown,Berk Basarir,0,Cafe Inn,unknown,-999.0,5.0
positive,unknown,Mert Ozer,0,Cafe Inn,unknown,-999.0,4.0
positive,unknown,Kain Dijkman,0,Cafe Inn,unknown,-999.0,5.0
neutral,unknown,Sarp Kendirci,0,Cafe Inn,unknown,-999.0,3.0
positive,unknown,Zafer Togay,0,Cafe Inn,unknown,-999.0,5.0
negative,unknown,Eren Kesti,0,Cafe Inn,unknown,-999.0,2.0
neutral,unknown,Olgayali Yilmaz,0,Riviera,unknown,-999.0,3.0
positive,unknown,Gorkey Bardakci,0,Riviera,unknown,-999.0,5.0
positive,unknown,Mehmet Yaliniz,0,Riviera,unknown,-999.0,5.0
negative,unknown,Goksel Aybek,0,Riviera,unknown,-999.0,2.0
positive,unknown,Cahide Koral,0,Riviera,unknown,-999.0,4.0
positive,unknown,Aya Zhol,0,Riviera,unknown,-999.0,4.0
negative,unknown,Metin Tumay,0,Riviera,unknown,-999.0,2.0
positive,unknown,Yılmaz Unal,0,Riviera,unknown,-999.0,5.0
negative,unknown,Alex Aali,0,Riviera,unknown,-999.0,2.0
neutral,unknown,Yahya Nawar,0,Riviera,unknown,-999.0,3.0
positive,unknown,Nirmal Narayan,0,Riviera,unknown,-999.0,5.0
positive,unknown,Gamze Aciogli,0,Sakip Usta Gaziantep,unknown,-999.0,4.0
positive,unknown,Murat Erdemir,0,Sakip Usta Gaziantep,unknown,-999.0,4.0
positive,unknown,Berat Türk,0,Sakip Usta Gaziantep,unknown,-999.0,5.0
positive,unknown,Agah Beyoglu,0,Sakip Usta Gaziantep,unknown,-999.0,4.0
positive,unknown,Serap Keskin,0,Sakip Usta Gaziantep,unknown,-999.0,4.0
negative,unknown,Ahmet Coban,0,Sakip Usta Gaziantep,unknown,-999.0,2.0
positive,unknown,Huseyin Bulut,0,Sakip Usta Gaziantep,unknown,-999.0,5.0
neutral,unknown,Merve Balci,0,Sakip Usta Gaziantep,unknown,-999.0,3.0
positive,unknown,Goktug Yigit,0,Sakip Usta Gaziantep,unknown,-999.0,4.0
positive,unknown,Kutay Demir,0,Sakip Usta Gaziantep,unknown,-999.0,5.0
positive,unknown,Ali Kaya,0,Sakip Usta Gaziantep,unknown,-999.0,5.0
positive,unknown,Mustafa Ay,0,Imam Cagdas,unknown,-999.0,5.0
negative,unknown,Yalcin Cokzehir,0,Imam Cagdas,unknown,-999.0,2.0
positive,unknown,Yusuf Gur,0,Imam Cagdas,unknown,-999.0,4.0
neutral,unknown,Humeyra Akyuz,0,Imam Cagdas,unknown,-999.0,3.0
positive,unknown,Muhammet Ikbal,0,Imam Cagdas,unknown,-999.0,5.0
positive,unknown,Olcay Akin,0,Imam Cagdas,unknown,-999.0,5.0
positive,unknown,Duygu Er,0,Imam Cagdas,unknown,-999.0,5.0
negative,unknown,Ceylan Birgun,0,Imam Cagdas,unknown,-999.0,1.0
negative,unknown,Hakan Unveren,0,Imam Cagdas,unknown,-999.0,1.0
negative,unknown,Hakan Solak,0,Imam Cagdas,unknown,-999.0,2.0
positive,unknown,Sinan Ozen,0,Imam Cagdas,unknown,-999.0,5.0
positive,unknown,Tarik Yuce,0,Gold Semaver,unknown,-999.0,5.0
positive,unknown,Yasemin Uzuner,0,Gold Semaver,unknown,-999.0,4.0
positive,unknown,Gokhan Efe,0,Gold Semaver,unknown,-999.0,5.0
positive,unknown,Bunyamin Engin,0,Gold Semaver,unknown,-999.0,5.0
neutral,unknown,Mehmet Mercan,0,Gold Semaver,unknown,-999.0,3.0
negative,unknown,Hakan Tekelioglu,0,Gold Semaver,unknown,-999.0,1.0
positive,unknown,Mehrin Kuru,0,Gold Semaver,unknown,-999.0,4.0
positive,unknown,Geordon Omand,0,Gold Semaver,unknown,-999.0,5.0
positive,unknown,ALi Bes,0,Gold Semaver,unknown,-999.0,4.0
positive,unknown,Bayram Kale,0,Gold Semaver,unknown,-999.0,5.0
positive,unknown,Beril Kendirci,0,Gold Semaver,unknown,-999.0,4.0
positive,unknown,Yeliz Eker,0,Fethiye Dondurmacisi,unknown,-999.0,5.0
positive,unknown,Murat Yesilci,0,Fethiye Dondurmacisi,unknown,-999.0,5.0
positive,unknown,Arch Ao,0,Fethiye Dondurmacisi,unknown,-999.0,5.0
negative,unknown,Zloy Grazhdanin,0,Fethiye Dondurmacisi,unknown,-999.0,1.0
positive,unknown,Aygun Nurca,0,Fethiye Dondurmacisi,unknown,-999.0,4.0
neutral,unknown,Bekir Tunca,0,Fethiye Dondurmacisi,unknown,-999.0,3.0
negative,unknown,Batuhan Kinik,0,Fethiye Dondurmacisi,unknown,-999.0,2.0
positive,unknown,Semanur Cetin,0,Fethiye Dondurmacisi,unknown,-999.0,4.0
positive,unknown,Derya Halis,0,Fethiye Dondurmacisi,unknown,-999.0,5.0
positive,unknown,Burak Aydogdu,0,Fethiye Dondurmacisi,unknown,-999.0,5.0
positive,unknown,Ahmet Oz,0,Fethiye Dondurmacisi,unknown,-999.0,4.0
positive,unknown,Ilknur Guntepe,0,My Friends Burger,unknown,-999.0,4.0
positive,unknown,Fethi Duhan Calik,0,My Friends Burger,unknown,-999.0,4.0
positive,unknown,Gun Oksay,0,My Friends Burger,unknown,-999.0,5.0
negative,unknown,Hatice Isik,0,My Friends Burger,unknown,-999.0,2.0
neutral,unknown,Olcay Albayrak,0,My Friends Burger,unknown,-999.0,3.0
positive,unknown,Mahzun Zara,0,My Friends Burger,unknown,-999.0,5.0
negative,unknown,Gonul Bilir,0,My Friends Burger,unknown,-999.0,1.0
neutral,unknown,Yunus Ercin,0,My Friends Burger,unknown,-999.0,3.0
positive,unknown,Nilufer Yilmaz,0,My Friends Burger,unknown,-999.0,5.0
negative,unknown,Firat Ismail,0,My Friends Burger,unknown,-999.0,2.0
positive,unknown,Ayhan Aydin,0,My Friends Burger,unknown,-999.0,4.0
positive,unknown,Fatih Altinkaya,0,Mcdonalds Fethiye,unknown,-999.0,5.0
positive,unknown,Suleyman Keskin,0,Mcdonalds Fethiye,unknown,-999.0,4.0
neutral,unknown,Di Nessa,0,Mcdonalds Fethiye,unknown,-999.0,3.0
positive,unknown,Ahmet Gedici,0,Mcdonalds Fethiye,unknown,-999.0,4.0
positive,unknown,Metmet Sahin,0,Mcdonalds Fethiye,unknown,-999.0,4.0
positive,unknown,Cagla Cemre,0,Mcdonalds Fethiye,unknown,-999.0,4.0
neutral,unknown,Salih Ural,0,Mcdonalds Fethiye,unknown,-999.0,3.0
positive,unknown,Hatice Akin,0,Mcdonalds Fethiye,unknown,-999.0,5.0
negative,unknown,Serafettin Ozturk,0,Mcdonalds Fethiye,unknown,-999.0,2.0
negative,unknown,Kivanc Kulaksizoglu,0,Mcdonalds Fethiye,unknown,-999.0,2.0
negative,unknown,Serdar Yıldız,0,Mcdonalds Fethiye,unknown,-999.0,1.0
positive,unknown,Brad Murphy,0,Pukka Marmaris,unknown,-999.0,4.0
positive,unknown,Gursel Vatansever,0,Pukka Marmaris,unknown,-999.0,5.0
neutral,unknown,Ozgur Kaya,0,Pukka Marmaris,unknown,-999.0,3.0
positive,unknown,Can Oz,0,Pukka Marmaris,unknown,-999.0,4.0
positive,unknown,Bekir Unsal,0,Pukka Marmaris,unknown,-999.0,5.0
positive,unknown,Huseyin Koca,0,Pukka Marmaris,unknown,-999.0,5.0
positive,unknown,Taner Gun,0,Pukka Marmaris,unknown,-999.0,4.0
positive,unknown,Deniz Tekin,0,Pukka Marmaris,unknown,-999.0,4.0
positive,unknown,Adem Can,0,Pukka Marmaris,unknown,-999.0,5.0
positive,unknown,Selcuk Uras,0,Pukka Marmaris,unknown,-999.0,5.0
positive,unknown,Dogukan Mert,0,Pukka Marmaris,unknown,-999.0,4.0
positive,unknown,Taner Bayburtlu,0,Starbucks Bodrum,unknown,-999.0,5.0
negative,unknown,Tugba Bal,0,Starbucks Bodrum,unknown,-999.0,1.0
positive,unknown,Ahmet Gelegen,0,Starbucks Bodrum,unknown,-999.0,5.0
negative,unknown,Sule Kivrak,0,Starbucks Bodrum,unknown,-999.0,2.0
positive,unknown,Alparslan Alatur,0,Starbucks Bodrum,unknown,-999.0,5.0
positive,unknown,Tugrul Gul,0,Starbucks Bodrum,unknown,-999.0,4.0
positive,unknown,Omer Kavak,0,Starbucks Bodrum,unknown,-999.0,5.0
neutral,unknown,Arif Kar,0,Starbucks Bodrum,unknown,-999.0,3.0
neutral,unknown,Beril Yilmaz,0,Starbucks Bodrum,unknown,-999.0,3.0
positive,unknown,Mustafa Parlak,0,Starbucks Bodrum,unknown,-999.0,5.0
positive,unknown,Yasemin Catalkaya,0,Starbucks Bodrum,unknown,-999.0,4.0
positive,unknown,Sena Sarioglu,0,Churchill Bistro,unknown,-999.0,5.0
positive,unknown,Elif Bengu,0,Churchill Bistro,unknown,-999.0,5.0
positive,unknown,Erkan Aka,0,Churchill Bistro,unknown,-999.0,4.0
positive,unknown,Baris Demirci,0,Churchill Bistro,unknown,-999.0,4.0
positive,unknown,Sibel Sarihan,0,Churchill Bistro,unknown,-999.0,5.0
positive,unknown,Rumeysa Oncel,0,Churchill Bistro,unknown,-999.0,5.0
negative,unknown,Bora Ozkut,0,Churchill Bistro,unknown,-999.0,2.0
positive,unknown,Bojan Kuruc,0,Churchill Bistro,unknown,-999.0,5.0
positive,unknown,David Kaeser,0,Churchill Bistro,unknown,-999.0,5.0
positive,unknown,Ali Suca,0,Churchill Bistro,unknown,-999.0,4.0
positive,unknown,Michael Streich,0,Churchill Bistro,unknown,-999.0,5.0
neutral,unknown,Merve Gun,0,Leman Kultur,unknown,-999.0,3.0
positive,unknown,Meryem Kirac,0,Leman Kultur,unknown,-999.0,4.0
neutral,unknown,Alper Ates,0,Leman Kultur,unknown,-999.0,3.0
positive,unknown,Yilmaz Yilmaz,0,Leman Kultur,unknown,-999.0,5.0
positive,unknown,Emine Korkmaz,0,Leman Kultur,unknown,-999.0,4.0
neutral,unknown,Mesut Dursun,0,Leman Kultur,unknown,-999.0,3.0
negative,unknown,Mehmet Sahin,0,Leman Kultur,unknown,-999.0,2.0
positive,unknown,Ozer Celik,0,Leman Kultur,unknown,-999.0,5.0
positive,unknown,Melis Demir,0,Leman Kultur,unknown,-999.0,5.0
positive,unknown,Ufuk Canatan,0,Leman Kultur,unknown,-999.0,5.0
positive,unknown,Serhat Sutcu,0,Leman Kultur,unknown,-999.0,5.0
negative,unknown,Nisa Akdeniz,0,Tatbak,unknown,-999.0,2.0
neutral,unknown,Nafican Tatlici,0,Tatbak,unknown,-999.0,3.0
positive,unknown,Mehmet Erbagci,0,Tatbak,unknown,-999.0,4.0
positive,unknown,Suleyman Konus,0,Tatbak,unknown,-999.0,4.0
negative,unknown,Ahmet Takir,0,Tatbak,unknown,-999.0,2.0
positive,unknown,Mert Cakir,0,Tatbak,unknown,-999.0,5.0
positive,unknown,Gokay Baydemir,0,Tatbak,unknown,-999.0,5.0
positive,unknown,Unsal Ceylan,0,Tatbak,unknown,-999.0,5.0
positive,unknown,Leyla Ciftci,0,Tatbak,unknown,-999.0,4.0
positive,unknown,Baran İsci,0,Tatbak,unknown,-999.0,5.0
negative,unknown,İsil Colak,0,Tatbak,unknown,-999.0,1.0
positive,unknown,Mehmet Oz,0,Guzel Koy Cafe,unknown,-999.0,4.0
positive,unknown,Mustafa Coskun,0,Guzel Koy Cafe,unknown,-999.0,5.0
positive,unknown,Havva Temiz,0,Guzel Koy Cafe,unknown,-999.0,5.0
positive,unknown,Ceyda Cicek,0,Guzel Koy Cafe,unknown,-999.0,5.0
positive,unknown,Derin Goktug,0,Guzel Koy Cafe,unknown,-999.0,4.0
positive,unknown,Teslime Toptas,0,Guzel Koy Cafe,unknown,-999.0,5.0
positive,unknown,Yigit Oztunc,0,Guzel Koy Cafe,unknown,-999.0,4.0
positive,unknown,Onur Aktas,0,Guzel Koy Cafe,unknown,-999.0,5.0
negative,unknown,Serkan Kocyigit,0,Guzel Koy Cafe,unknown,-999.0,1.0
positive,unknown,Amede Erard,0,Guzel Koy Cafe,unknown,-999.0,4.0
positive,unknown,Cenk Gurdogan,0,Guzel Koy Cafe,unknown,-999.0,5.0
positive,unknown,Ibrahim Colak,0,Cemo Etliekmek,unknown,-999.0,4.0
positive,unknown,Ahmet Biricik,0,Cemo Etliekmek,unknown,-999.0,5.0
positive,unknown,Hulya Gurbuz,0,Cemo Etliekmek,unknown,-999.0,5.0
positive,unknown,Selahattin Ciritci,0,Cemo Etliekmek,unknown,-999.0,4.0
positive,unknown,Metmet Akyel,0,Cemo Etliekmek,unknown,-999.0,5.0
positive,unknown,Dogan Korkmaz,0,Cemo Etliekmek,unknown,-999.0,4.0
negative,unknown,Fatih Keresteci,0,Cemo Etliekmek,unknown,-999.0,2.0
negative,unknown,Birsen Elmali,0,Cemo Etliekmek,unknown,-999.0,2.0
positive,unknown,Gulsum Unal,0,Cemo Etliekmek,unknown,-999.0,4.0
negative,unknown,Nuri Yilmaz,0,Cemo Etliekmek,unknown,-999.0,1.0
negative,unknown,Abdullah Goresim,0,Cemo Etliekmek,unknown,-999.0,1.0
positive,unknown,Gulbahar Memisoglu,0,Korelee,unknown,-999.0,4.0
positive,unknown,Birkan Turk,0,Korelee,unknown,-999.0,4.0
positive,unknown,Kubra Sener,0,Korelee,unknown,-999.0,5.0
negative,unknown,Mert Ozlu,0,Korelee,unknown,-999.0,2.0
positive,unknown,Nergis Yilmaz,0,Korelee,unknown,-999.0,5.0
positive,unknown,Merve Sahin,0,Korelee,unknown,-999.0,4.0
positive,unknown,Onder Onerge,0,Korelee,unknown,-999.0,5.0
negative,unknown,Gokce Orlu,0,Korelee,unknown,-999.0,2.0
neutral,unknown,Eyup Kahveci,0,Korelee,unknown,-999.0,3.0
positive,unknown,Zeynep Cakmak,0,Korelee,unknown,-999.0,5.0
positive,unknown,Kamuran Yunal,0,Korelee,unknown,-999.0,4.0
neutral,unknown,Halit Kerim,0,Patso Burger,unknown,-999.0,3.0
neutral,unknown,Ersen Turgut,0,Patso Burger,unknown,-999.0,3.0
positive,unknown,Alparslan Haki,0,Patso Burger,unknown,-999.0,4.0
positive,unknown,Seher Gunduz,0,Patso Burger,unknown,-999.0,5.0
positive,unknown,Baris Yildiz,0,Patso Burger,unknown,-999.0,5.0
positive,unknown,Ece Oztunc,0,Patso Burger,unknown,-999.0,4.0
neutral,unknown,Burak Topal,0,Patso Burger,unknown,-999.0,3.0
negative,unknown,Simge Cakir,0,Patso Burger,unknown,-999.0,1.0
positive,unknown,Seda Seven,0,Patso Burger,unknown,-999.0,5.0
positive,unknown,Tuna Hocaoglu,0,Patso Burger,unknown,-999.0,4.0
positive,unknown,Bekir Bilir,0,Patso Burger,unknown,-999.0,5.0
positive,unknown,Sahin Uzunsimsek,0,Vefa Bozacisi,unknown,-999.0,5.0
positive,unknown,Gokhan Bardak,0,Vefa Bozacisi,unknown,-999.0,4.0
positive,unknown,Ercan Cakmak,0,Vefa Bozacisi,unknown,-999.0,5.0
positive,unknown,Ela Ensar,0,Vefa Bozacisi,unknown,-999.0,5.0
neutral,unknown,Volkan Cosgun,0,Vefa Bozacisi,unknown,-999.0,3.0
positive,unknown,Yigit Candur,0,Vefa Bozacisi,unknown,-999.0,4.0
neutral,unknown,Selcuk Polat,0,Vefa Bozacisi,unknown,-999.0,3.0
positive,unknown,Cigdem Kutlu,0,Vefa Bozacisi,unknown,-999.0,5.0
negative,unknown,Berkay Genc,0,Vefa Bozacisi,unknown,-999.0,1.0
positive,unknown,Muhammed Duman,0,Vefa Bozacisi,unknown,-999.0,5.0
positive,unknown,Merve Ayda,0,Vefa Bozacisi,unknown,-999.0,4.0
neutral,unknown,Candan Esin,0,Salacak,unknown,-999.0,3.0
positive,unknown,Bulent Tunc,0,Salacak,unknown,-999.0,5.0
positive,unknown,Umut Kurt,0,Salacak,unknown,-999.0,4.0
positive,unknown,Ayla Gunduz,0,Salacak,unknown,-999.0,5.0
negative,unknown,Mehmet Yavuz,0,Salacak,unknown,-999.0,1.0
positive,unknown,Hikmet Tan,0,Salacak,unknown,-999.0,5.0
positive,unknown,Osman Tamyurek,0,Salacak,unknown,-999.0,5.0
negative,unknown,Hulya Azim,0,Salacak,unknown,-999.0,2.0
positive,unknown,Muhammed Bayalan,0,Salacak,unknown,-999.0,4.0
positive,unknown,Nur Aydin,0,Salacak,unknown,-999.0,5.0
positive,unknown,Samed Demirel,0,Salacak,unknown,-999.0,5.0
neutral,unknown,Kaan Omak,0,Nusr-et,unknown,-999.0,3.0
positive,unknown,Hakan Polat,0,Nusr-et,unknown,-999.0,5.0
positive,unknown,Ozkan Sever,0,Nusr-et,unknown,-999.0,5.0
positive,unknown,Kadir Turkyilmaz,0,Nusr-et,unknown,-999.0,5.0
positive,unknown,Rifat Ozbek,0,Nusr-et,unknown,-999.0,5.0
negative,unknown,Beril Guney,0,Nusr-et,unknown,-999.0,1.0
positive,unknown,Emrah Yildirim,0,Nusr-et,unknown,-999.0,4.0
positive,unknown,Pelin Kaymaz,0,Nusr-et,unknown,-999.0,5.0
negative,unknown,Beyza Yeliz,0,Nusr-et,unknown,-999.0,2.0
negative,unknown,Necmiye Ataseven,0,Nusr-et,unknown,-999.0,2.0
positive,unknown,Adem Ince,0,Nusr-et,unknown,-999.0,5.0
positive,unknown,Serap Firtina,0,Tuana Restaurant,unknown,-999.0,4.0
positive,unknown,Engin Firtina,0,Tuana Restaurant,unknown,-999.0,4.0
negative,unknown,Ahmet Ekim,0,Tuana Restaurant,unknown,-999.0,1.0
positive,unknown,Turgay Yuksel,0,Tuana Restaurant,unknown,-999.0,4.0
positive,unknown,Batuhan Saf,0,Tuana Restaurant,unknown,-999.0,5.0
positive,unknown,Emre Bozkurt,0,Tuana Restaurant,unknown,-999.0,4.0
positive,unknown,Busra Cetin,0,Tuana Restaurant,unknown,-999.0,5.0
neutral,unknown,Yesim Goren,0,Tuana Restaurant,unknown,-999.0,3.0
positive,unknown,Sibel Somer,0,Tuana Restaurant,unknown,-999.0,4.0
positive,unknown,Korsel Aydogdu,0,Tuana Restaurant,unknown,-999.0,4.0
positive,unknown,Erim Kadioglu,0,Tuana Restaurant,unknown,-999.0,4.0
positive,unknown,Ali Kizil,0,Cici Tantuni,unknown,-999.0,5.0
positive,unknown,Derin Yilmaz,0,Cici Tantuni,unknown,-999.0,4.0
positive,unknown,Kerim Durmus,0,Cici Tantuni,unknown,-999.0,5.0
positive,unknown,Mert Tanis,0,Cici Tantuni,unknown,-999.0,5.0
positive,unknown,Ali Sezer,0,Cici Tantuni,unknown,-999.0,4.0
positive,unknown,Hakan Ergulec,0,Cici Tantuni,unknown,-999.0,5.0
positive,unknown,Sukru Ardic,0,Cici Tantuni,unknown,-999.0,4.0
positive,unknown,Veli Dedeoglu,0,Cici Tantuni,unknown,-999.0,5.0
positive,unknown,Sila Bakirci,0,Cici Tantuni,unknown,-999.0,4.0
positive,unknown,Deniz Bilgin,0,Cici Tantuni,unknown,-999.0,4.0
neutral,unknown,Alp Tekin,0,Cici Tantuni,unknown,-999.0,3.0
positive,unknown,Yaren Sardic,0,Bunbun Kas,unknown,-999.0,5.0
neutral,unknown,Burak Efendioglu,0,Bunbun Kas,unknown,-999.0,3.0
positive,unknown,Metehan Kilic,0,Bunbun Kas,unknown,-999.0,4.0
positive,unknown,Selim Sinan,0,Bunbun Kas,unknown,-999.0,5.0
positive,unknown,Melisa Eser,0,Bunbun Kas,unknown,-999.0,5.0
positive,unknown,Ertugrul Ozcan,0,Bunbun Kas,unknown,-999.0,4.0
positive,unknown,Burak Sengun,0,Bunbun Kas,unknown,-999.0,5.0
positive,unknown,Semih Donmez,0,Bunbun Kas,unknown,-999.0,5.0
positive,unknown,Erdi Ozmen,0,Bunbun Kas,unknown,-999.0,4.0
positive,unknown,Enes Cekic,0,Bunbun Kas,unknown,-999.0,5.0
positive,unknown,Okan Dolay,0,Bunbun Kas,unknown,-999.0,4.0
positive,unknown,Berna Kilic,0,Gulcimen Aspava,unknown,-999.0,5.0
neutral,unknown,Ezgi Corumlu,0,Gulcimen Aspava,unknown,-999.0,3.0
positive,unknown,Taner Ozkan,0,Gulcimen Aspava,unknown,-999.0,5.0
neutral,unknown,Satilmis Karayalcin,0,Gulcimen Aspava,unknown,-999.0,3.0
positive,unknown,Fulya Altin,0,Gulcimen Aspava,unknown,-999.0,4.0
neutral,unknown,Senal Gunalan,0,Gulcimen Aspava,unknown,-999.0,3.0
positive,unknown,Ceren Acikgoz,0,Gulcimen Aspava,unknown,-999.0,5.0
positive,unknown,Volkan Kirbiyik,0,Gulcimen Aspava,unknown,-999.0,5.0
positive,unknown,Edward Stain,0,Gulcimen Aspava,unknown,-999.0,5.0
positive,unknown,Deniz Kaptan,0,Gulcimen Aspava,unknown,-999.0,5.0
neutral,unknown,Alper Altun,0,Gulcimen Aspava,unknown,-999.0,3.0
positive,unknown,Cihangir Dagdeviren,0,Nazar Cafe,unknown,-999.0,5.0
positive,unknown,Serdar Sariguney,0,Nazar Cafe,unknown,-999.0,5.0
positive,unknown,Burhan Kilic,0,Nazar Cafe,unknown,-999.0,5.0
neutral,unknown,Ali Arslan,0,Nazar Cafe,unknown,-999.0,3.0
positive,unknown,Berkay Tasdeviren,0,Nazar Cafe,unknown,-999.0,4.0
negative,unknown,Nalan Kavskli,0,Nazar Cafe,unknown,-999.0,1.0
positive,unknown,Alper Kultufan,0,Nazar Cafe,unknown,-999.0,4.0
positive,unknown,Kadir Turkoglu,0,Nazar Cafe,unknown,-999.0,4.0
positive,unknown,Visam Gultekin,0,Nazar Cafe,unknown,-999.0,5.0
positive,unknown,Sevgi Taran,0,Nazar Cafe,unknown,-999.0,5.0
positive,unknown,Gokce Sosyal,0,Nazar Cafe,unknown,-999.0,4.0
neutral,unknown,Dogukan Kuyucak,0,Alsancak Firin,unknown,-999.0,3.0
positive,unknown,Levent Karacaoglu,0,Alsancak Firin,unknown,-999.0,4.0
positive,unknown,Cenker Goncu,0,Alsancak Firin,unknown,-999.0,5.0
positive,unknown,Tugce Tas,0,Alsancak Firin,unknown,-999.0,5.0
positive,unknown,Osman Koral,0,Alsancak Firin,unknown,-999.0,4.0
neutral,unknown,Murat Turan,0,Alsancak Firin,unknown,-999.0,3.0
positive,unknown,Emre Sener,0,Alsancak Firin,unknown,-999.0,5.0
positive,unknown,Zeynep Tekin,0,Alsancak Firin,unknown,-999.0,5.0
negative,unknown,Ozge Askiner,0,Alsancak Firin,unknown,-999.0,2.0
positive,unknown,Safa Oz,0,Alsancak Firin,unknown,-999.0,5.0
positive,unknown,Elif Gursoy,0,Alsancak Firin,unknown,-999.0,4.0
positive,unknown,Nilufer Karatas,0,Sushico,unknown,-999.0,5.0
neutral,unknown,Cansel Elcin,0,Sushico,unknown,-999.0,3.0
positive,unknown,Sercan Kuzu,0,Sushico,unknown,-999.0,5.0
positive,unknown,Seckin Yogurtcu,0,Sushico,unknown,-999.0,4.0
positive,unknown,Noah Ksante,0,Sushico,unknown,-999.0,5.0
positive,unknown,Baran Serin,0,Sushico,unknown,-999.0,5.0
positive,unknown,Hikmet Beral,0,Sushico,unknown,-999.0,4.0
positive,unknown,Nesrin Ergun,0,Sushico,unknown,-999.0,4.0
neutral,unknown,Fattuma Ramesy,0,Sushico,unknown,-999.0,3.0
negative,unknown,Fethi Tekyaygil,0,Sushico,unknown,-999.0,1.0
positive,unknown,Alaa Makkawi,0,Sushico,unknown,-999.0,5.0
positive,unknown,Esin Buyukkurkcu,0,Sardalye,unknown,-999.0,4.0
positive,unknown,Efecan Kobo,0,Sardalye,unknown,-999.0,4.0
positive,unknown,Faruk Miri,0,Sardalye,unknown,-999.0,5.0
positive,unknown,Hulya Tokgoz,0,Sardalye,unknown,-999.0,5.0
negative,unknown,Mert Kiziloz,0,Sardalye,unknown,-999.0,2.0
neutral,unknown,Mehmet Gozutok,0,Sardalye,unknown,-999.0,3.0
positive,unknown,Irmak Yuzbasioglu,0,Sardalye,unknown,-999.0,5.0
neutral,unknown,Theodora Delibasoglu,0,Sardalye,unknown,-999.0,3.0
positive,unknown,Furkan Ciftci,0,Sardalye,unknown,-999.0,5.0
positive,unknown,Guney Gecer,0,Sardalye,unknown,-999.0,4.0
positive,unknown,Enes Ozturk,0,Sardalye,unknown,-999.0,4.0
negative,unknown,Recep Rehber,0,Kumrucu Omur,unknown,-999.0,2.0
neutral,unknown,Elif Birlik,0,Kumrucu Omur,unknown,-999.0,3.0
positive,unknown,Ece Yucel,0,Kumrucu Omur,unknown,-999.0,5.0
positive,unknown,Ali Marangozoglu,0,Kumrucu Omur,unknown,-999.0,5.0
positive,unknown,Muhittin Keskin,0,Kumrucu Omur,unknown,-999.0,4.0
positive,unknown,Birkan Fayin,0,Kumrucu Omur,unknown,-999.0,5.0
negative,unknown,Efe Eryurt,0,Kumrucu Omur,unknown,-999.0,2.0
positive,unknown,Cagatay Avci,0,Kumrucu Omur,unknown,-999.0,4.0
neutral,unknown,Ozgur Bilgili,0,Kumrucu Omur,unknown,-999.0,3.0
positive,unknown,Cigdem Kiziloren,0,Kumrucu Omur,unknown,-999.0,4.0
positive,unknown,Yasemin Yilmaz,0,Kumrucu Omur,unknown,-999.0,5.0
positive,unknown,Kemal Hakat,0,Kofteci Yusuf,unknown,-999.0,4.0
positive,unknown,Ali Bedir,0,Kofteci Yusuf,unknown,-999.0,4.0
neutral,unknown,Mirza Kapi,0,Kofteci Yusuf,unknown,-999.0,3.0
positive,unknown,Furkan Cam,0,Kofteci Yusuf,unknown,-999.0,4.0
positive,unknown,Ayse Koylu,0,Kofteci Yusuf,unknown,-999.0,5.0
neutral,unknown,Damla Akpinar,0,Kofteci Yusuf,unknown,-999.0,3.0
