sentiment_category,rating_category,gmap_id,business_name,user_id,rating,text,user_name,time
positive,taste,,Flash,,5,Everything was great; definitely coming back when I'm in Alanya again.,Khaled Srin,
positive,indoor_atmosphere,,Flash,,5,We came here with my family. Staff was very friendly; responsive and professional. Our order was delivered very quickly. The restaurant serve Turkish cuisine. One of the best in Alanya. Recommended.,Konstantin Osipov,
positive,menu,,Metanet Lokantasi,,4,I drank Beyran soup; the taste of the soup was not bad. The lahmacun was good.,Adem Anik,
positive,indoor_atmosphere,,Metanet Lokantasi,,4,Beyran is really delicious; the service is fast. Friendly and warm waiters.,Emre Aksoy,
positive,taste,,Metanet Lokantasi,,5,We came to drink beyran soup for breakfast. We really liked the taste. The accompanying breads were delicious.,Batuhan Tuna,
positive,outdoor_atmosphere,,Metanet Lokantasi,,4,I had eaten Beyran in a few places; but I didn't like it very much. I drank here and liked it. I can drink it every day.,Ramazan Meral,
neutral,indoor_atmosphere,,Metanet Lokantasi,,3,We went for Beyran but it didn't in menu today. We had to order lahmacun and kebab. The lahmacun is awful; the adana kebab and lamb shish kebab are delicious.,Bilal Duzenli,
positive,taste,,Metanet Lokantasi,,5,I ate katmer here for the first time and I couldn't forget its taste and smell. It may be the most beautiful dessert in the world!!,Volkan Savas,
positive,outdoor_atmosphere,,Metanet Lokantasi,,5,We ate Beyran. We preferred less spicy; the price is 60 TL. The place is clean; the service is fast.,Meyra Taha,
negative,indoor_atmosphere,,Metanet Lokantasi,,1,Lahmacun was terrible.,Meral Dirgen,
positive,taste,,Metanet Lokantasi,,4,We tried Lahmacun and Beyran. They were beautiful; thank you.,Ulucan Kaymak,
positive,outdoor_atmosphere,,Metanet Lokantasi,,5,I'm ending my vacation by leaving my favorite food here..,Cagri Ural,
positive,outdoor_atmosphere,,Metanet Lokantasi,,5,We had the opportunity to taste beyran for the first time in our lives and we had heard of the reputation of Metanet's beyran. At first; we had a bit of a prejudice; to be honest; about the intense aroma of meat or fat; but it's not like that at all. Beyrani is so delicious and balanced that we can eat it at any time of the day; morning; noon and evening.,Serkan Bozkurt,
neutral,indoor_atmosphere,,Midpoint,,3,A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,Murat Dilek,
positive,taste,,Midpoint,,4,Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,Caner Begun,
neutral,outdoor_atmosphere,,Midpoint,,3,They used to taste better; the chef must have changed.,Mehmet Gunes,
positive,menu,,Midpoint,,5,Great services.,Selim Kirca,
positive,indoor_atmosphere,,Midpoint,,4,In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,Merve Yildirim,
negative,taste,,Midpoint,,2,Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,Merve Kadirli,
neutral,outdoor_atmosphere,,Midpoint,,3,Compared to other places; it was more airy and calm by the sea. Thanks.,Cevat Suzen,
positive,indoor_atmosphere,,Midpoint,,5,Great ambiance; delicious dishes..,Muhammed Timur,
positive,menu,,Midpoint,,4,Due to the crowd; my order came late; there is no problem other than that.,Tunc Tuncer,
positive,outdoor_atmosphere,,Midpoint,,5,The food is delicious; the view is beautiful.,Kadir Alkan,
positive,taste,,Midpoint,,5,I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,Ceren Cakir,
positive,taste,,Pecko Firin Atakum,,5,The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,Ridvan Turk,
negative,indoor_atmosphere,,Pecko Firin Atakum,,2,When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,Meltem Bahcaci,
positive,taste,,Pecko Firin Atakum,,4,I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,Bulut Ergun,
negative,indoor_atmosphere,,Pecko Firin Atakum,,1,The worst service I have seen; no one knows what they are doing ,Rumeysa Kurul,
positive,taste,,Pecko Firin Atakum,,5,If you want a delicious and local breakfast on the beach; you should definitely try it.Kuymak is even closed to discussion.,Saniye Kilic,
neutral,outdoor_atmosphere,,Pecko Firin Atakum,,3,there are 10 waiters standing; the tables are empty; but the service is very slow. What we ate was delicious.,Mehmet Cetinkaya,
positive,taste,,Pecko Firin Atakum,,5,My first stop for breakfast in Atakum is a place with quality service and friendly face.,Burhan Arslan,
positive,outdoor_atmosphere,,Pecko Firin Atakum,,4,It's nice to have a children's playground. There are a lot of staff working. Good as place and location.,Evren Kocaman,
neutral,indoor_atmosphere,,Pecko Firin Atakum,,3,The tastes; the approach of the stuff to you and the quality of service are very good; of course; especially if you can find a place on the weekend.,Bilge Saygi,
negative,taste,,Pecko Firin Atakum,,1,Teas we could only drink 1 tea for a cold breakfast; the staff is being artistic to the customer; fighting and walking on top of him; there is an uncomfortable environment.,Dogan Uzman,
positive,indoor_atmosphere,,Pecko Firin Atakum,,5,This place is beautifully decorated; has excellent staff; successful flavors; plenty of variety.,Hatice Sahin,
positive,outdoor_atmosphere,,Bilice,,4,The service is absolutely amazing; the working friends are very kind; there is no need to explain the taste; it is a restaurant that should definitely be visited.,Volkan Karatas,
positive,taste,,Bilice,,5,Portions were very filling and good. We had a nice Sunday breakfast.,Omer Yayla,
positive,indoor_atmosphere,,Bilice,,4,The view is nice; the indoor seating area is quite large.,Pinar Atici,
positive,menu,,Bilice,,5,It is a place to eat good pastries in Sariyer. I recommend you to try the mince raisin. Tea 5 TL 1 portion of Meat Pie with Raisins 30 TL,Engin Serin,
positive,outdoor_atmosphere,,Bilice,,4,Pastries varieties and pogaca are delicious. There are also breakfast options available. The staff is caring and helpful. Service is fast. I think the prices are reasonable.,Murat Kirmizi,
positive,outdoor_atmosphere,,Bilice,,4,Good with potatoes; good with cheese; medium with spinach; medium with minced meat. Plain pastry was good; pastry was good. I did not like the tea.,Ugur Ozubek,
positive,indoor_atmosphere,,Bilice,,5,Great.,Nalan Deniz,
neutral,menu,,Bilice,,3,The prices were too high for a place that sells pastries or pastries.,Selahattin Yilmaz,
positive,outdoor_atmosphere,,Bilice,,4,I'm a regular at currants and pastries with minced meat. It is both delicious and definitely does not disturb the stomach after eating.,Mevlut Sahin,
neutral,outdoor_atmosphere,,Bilice,,3,Service sucks. Customer care is below zero. The view is very good but the place is extremely neglected.,Orhan Uslu,
positive,taste,,Bilice,,5,It gets very crowded because it's the weekend; we have to go a little early; you may not find a place to eat something,Alperen Ozturk,
positive,menu,,Baruthane Pilavcisi,,4,It's too plentiful; so I guess the prices are high. But a mixture of so many different dishes was not that good.,Betty Karmen,
positive,indoor_atmosphere,,Baruthane Pilavcisi,,5,The most delicious rice I have ever eaten. The ambiance of the environment is terrific; its desserts were amazing too.,Orhan Keles,
positive,taste,,Baruthane Pilavcisi,,5,I ate baruthane kebab with rice; it was very good; a little expensive.,Selim Ekol,
positive,outdoor_atmosphere,,Baruthane Pilavcisi,,4,The place is beautiful and clean. The employees were very kind and concerned. I ate rice and also had sautéed chicken. The flavor was good except the chicken sauté was greasy.,Mehmet Gazi,
neutral,menu,,Baruthane Pilavcisi,,3,Prices was high.,Burcu Sahin,
positive,menu,,Baruthane Pilavcisi,,5,It was nice experience; you have to try it.,Baris Kurt,
negative,taste,,Baruthane Pilavcisi,,2,250 TL account was received for 1 portion of rice + kuru fasulye + ayran + Cola. Service and waiters are very bad.,Buse Atay,
positive,indoor_atmosphere,,Baruthane Pilavcisi,,4,It's not something to be exaggerated; and people come from out of town just for their rice. The waiters were kind; the environment was clean.,Emine Uslu,
positive,outdoor_atmosphere,,Baruthane Pilavcisi,,5,The flavor is excellent. Roasting meat was like cotton. Price is a little above normal. Location of the restourant was really good.,Hatice Yildiz,
neutral,menu,,Baruthane Pilavcisi,,3,There was only 3-4 chickpeas in my rice; it was a bit unsalted. Treats were good. It had a classic rice flavor.,Selim Siner,
positive,taste,,Baruthane Pilavcisi,,5,The menu is very nice; the food is legendary; also the waiters were very polite.,Fatih Cicek,
neutral,outdoor_atmosphere,,Medeniyetler Sofrasi,,3,I had high expectations but the kebabs were unsuccessful. Hummus was good. They use quality olive oil.,Erdogan Ozer,
negative,indoor_atmosphere,,Medeniyetler Sofrasi,,1,There was a hair strand in my food! There is no problem in service or interest other than this issue; they give the right to the fee they receive.,Mahmut Ortakaya,
neutral,taste,,Medeniyetler Sofrasi,,3,"They have very delicious meat; especially tiny lahmacun, super appetizers; delicious food here. The food is very nice. The workers can be a little more interested. They are very interested in Arab customers. They don't care about us. This situation makes us sad.",Serpil Can,
neutral,outdoor_atmosphere,,Medeniyetler Sofrasi,,3,Nice place but the order came very late; the prices are not so high. It can be tried.,Sevim Cilingir,
positive,outdoor_atmosphere,,Medeniyetler Sofrasi,,5,"very clean table arrangement is good; waiters are very interested; they look immediately; the order comes without a long wait, the food is really delicious as it is said; it is excellent; I recommend it.",Ibrahim Kizgin,
positive,indoor_atmosphere,,Medeniyetler Sofrasi,,5,We came with a guest from abroad; everything was perfect. Taste; cleanliness; service..,Sabri Yildiz,
positive,taste,,Medeniyetler Sofrasi,,5,It is a luxurious place where you can try the delicious tastes of both Turkish and Arabic cuisine.,Akif Firat,
negative,menu,,Medeniyetler Sofrasi,,1,Please review the ticket slip. A business that wants money for the bread on the table; 20 TL for the service fee; 20 TL for the valet.,Tacettin Ozguner,
negative,outdoor_atmosphere,,Medeniyetler Sofrasi,,1,Unfortunately; the waiters are very uninterested. Since there are too many Arab customers; the attention and interest is more towards them. Stones were found in my food?!,Musab Bakirci,
negative,menu,,Medeniyetler Sofrasi,,1,Even though the service is terrible; they ask for a service fee of 144 TL; what a nonsense!,Serkan Simsek,
positive,indoor_atmosphere,,Medeniyetler Sofrasi,,5,Hatay gastronomy house is an excellent place; you should definitely go... Quality and affordable...,Humeyra Arslan,
positive,outdoor_atmosphere,,Backyard,,5,Ambient food; nice open area; heated pet friendly place; renovated garden is very nice.,Aysun Biter,
positive,taste,,Backyard,,5,The venue is beautiful. Food/desserts taste good. I loved the Popcorn Shrimp from the hot appetizers. I loved Pose Armut. Overall good price/performance.,Hasan Basusta,
positive,menu,,Backyard,,4,We went for both breakfast and dinner. First of all; it has a very nice environment. When we went for breakfast; we sat inside and one can sit for hours. Its decoration; quiet and nice; being in the trees is very nice. Especially having an open kitchen adds a positive score to the customer.,Ece Oztunc,
positive,indoor_atmosphere,,Backyard,,5,The place is very beautiful; the food is so delicious; you can go with your pet to one of the rare restaurants that cook the meat to the exact consistency you want. The toilets are not separate for men's and women's toilets so there was a bit of a cleaning problem.,Busra Kaya,
negative,taste,,Backyard,,2,The service is slow; I think there is a lack of staff and unhappiness; it has not to expensive and it was seedy experience.,Sebnem Cep,
positive,menu,,Backyard,,4,Although it was crowded; the ambiance and food of the place was nice. Thank you.,Guler Keskec,
positive,indoor_atmosphere,,Backyard,,4,Great place.. Contrary to the comments; the employees were interested.. The hot dog was impressive.. The hamburger was not bad.,Onur Ediz,
positive,indoor_atmosphere,,Backyard,,5,Despite the current times; it was a very pleasant visit. They currently don’t take booking; they have a walk-in system where you put your name down and after a short wait they seat you inside. Once inside you can opt to be put on a waitlist to sit outside. The setting is really nice and rustic and the tables are well distanced. There was a nice evening crowd and a good energy in the ambience.,Mark Moayad,
positive,outdoor_atmosphere,,Backyard,,5,The service provided was very nice; I was happy.,Yusuf Uran,
neutral,menu,,Backyard,,3,Smoked salmon salad was average. Colored eggs do not contribute to the taste. Salmon was too salty; fried potatoes were bland.,Ozge Onan,
positive,taste,,Backyard,,5,Eggs Benedict with pork bacon was nice.,Viviana Kwon,
positive,outdoor_atmosphere,,Alavara,,4,Excellent taste; and the shabbyness of the place was also nice.,Eylem Dag,
positive,indoor_atmosphere,,Alavara,,4,A full student meal. The price is cheap and the taste is high.,Ayse Ozturk,
positive,indoor_atmosphere,,Alavara,,5,It's a place with very affordable and delicious pasta. Actually; there is not much variety of pasta. Classic pasta is served with cheddar cheese and sauce. I think the taste and price of the pasta is very good.,Ediz Aksoy,
negative,outdoor_atmosphere,,Alavara,,1,They serve an uncooked pasta with a tasteless sauce and cheese and some corn. Half portion is 20 TL. It didn't suit my taste.,Esin Erdinc,
positive,indoor_atmosphere,,Alavara,,5,I think it was pretty cool. The price of a portion of pasta was 22 TL. I highly recommend you go.,Caner Senturk,
positive,taste,,Alavara,,4,classic alavara pasta; if you don't have a tiny little stomach; say it right. Pasta 42 TL price performance product...,Ece Ocak,
positive,menu,,Alavara,,4,The taste is unbelievably good and satisfying enough; it is also very affordable; but you have a hard time finding an incredibly crowded place.,Destan Gursoy,
positive,outdoor_atmosphere,,Alavara,,5,Not to mention pasta; their sauces are so successful that you can destroy the whole plate without noticing. Also; the dumplings are nice.,Safak Uslu,
positive,menu,,Alavara,,4,Tasty meals.,Cagri Oner,
positive,taste,,Alavara,,5,It was the most delicious pasta I have ever eaten; thank you.,Sevgi Siner,
positive,outdoor_atmosphere,,Alavara,,4,Service was fast. I ate ravioli; it was good.,Hasan Basarir,
neutral,indoor_atmosphere,,Zula,,3,Surprised location; but nice clean venue. The employees are friendly; I don't want to comment on the prices; they were too high..,Murat Kucukyildiz,
positive,taste,,Zula,,4,In general; I was satisfied; since the hamburger is a little small; it will be more satisfying if the one with a higher grammage is chosen.,Rabia Kucuk,
positive,menu,,Zula,,4,Burgers are great hot dogs do. It is very interesting that french fries are 114 TL.,Deniz Sirp,
positive,outdoor_atmosphere,,Zula,,5,Hamburger is really delicious. The fries are normal.,Dogukan Yildiz,
positive,indoor_atmosphere,,Zula,,5,The best hamburger restaurant in Istanbul. Cooking and sauce is very good.,Ali Ken,
positive,taste,,Zula,,5,Burgers are super. I've eaten hamburgers in many places; but I've never come across anything like this. Fantastic meal with friendly service in a small but cozy place. I strongly recommend.,Haluk Kinaci,
positive,outdoor_atmosphere,,Zula,,5,The delicious combination of truffle sauce and burger was legendary.,Serdar Candan,
positive,outdoor_atmosphere,,Zula,,5,It was one of the best burgers I've ever eaten. The only downside is that the portion is a little small. Apart from that; it is definitely a place to experience.,Eray Arslan,
positive,outdoor_atmosphere,,Zula,,5,Well prepared hamburger; special taste. But a little bit expensive.here/,Haldun Yilmaz,
positive,taste,,Zula,,5,It is delicious in everything with its sauce and bread.,Kardelen Derin,
negative,outdoor_atmosphere,,Zula,,2,The taste is good; but it's not worth paying 90 TL for a wet hamburger-sized burger and not even getting fries...,Erim Gozen,
positive,indoor_atmosphere,,Kafros Pizzeria,,5,They make the pizza in a wood fired stone oven. It's different than any pizza you've experienced before. They use cheddar cheese as cheese. We preferred the 2 and 3 special pizzas.,Fatma Ceylan,
positive,taste,,Kafros Pizzeria,,5,I definitely recommend the seasonal kenger pizza. We also loved the sauce in three different olive oils; one with garlic; thyme and hot pepper.,Yasin Kisa,
positive,outdoor_atmosphere,,Kafros Pizzeria,,5,You can't get enough of the thin pizza dough. Overcrowded employees are very concerned. We ate pizza at Mia highly recommend.,Emine Kaya,
negative,menu,,Kafros Pizzeria,,2,Staff were quick but surly. the service was actually fast; i can't afford it. We ordered chicken and mushroom pizza; its taste was normal; the dough was very thin and it wasn't burnt; which was the only good thing. Coming to the wage issue; there were prices that did not match the prices of luxury restaurants.,Tugay Sari,
positive,indoor_atmosphere,,Kafros Pizzeria,,4,I think it's a nice place. Pizza was also nice; but a little expensive. I liked their sauce.,Omer Kaya,
negative,taste,,Kafros Pizzeria,,1,First of all; the atmosphere is nice; but there should be a solution for flies in the open air; such as fans that blow water. As for the pizza; although the view is beautiful; neither my wife and I did not like the pizza; unfortunately; the sauces that came only to pour on the pizza were good.,Burcu Tosun,
neutral,outdoor_atmosphere,,Kafros Pizzeria,,3,You should definitely go once and eat pizza. But I don't know if it happened to us; but the faces of the employees were never smiling and they were not caring.,Hanife Topaloglu,
neutral,menu,,Kafros Pizzeria,,3,We did pizza experience after a long road. As a place; it is very nice; pizzas are delicious; but we can say that the prices are a bit expensive.,Serafettin Otag,
positive,outdoor_atmosphere,,Kafros Pizzeria,,5,Amazing pizzas omg!,Burak Bulutoglu,
positive,taste,,Kafros Pizzeria,,5,The place is spacious; clean. Pizza dough is thin. You had the chance to try 6 types of pizza; I can say that the best is the model with spinach and smoked turkey.,Ferhat Gorur,
positive,menu,,Kafros Pizzeria,,5,"The dough is very crispy and the most successful part is definitely the dough. And the dough was waiting overnight. Also, there is a 2-3 hour queue; so crowded.",Ismail Gunes,
positive,outdoor_atmosphere,,Kebabci Halil Usta,,4,The flavors are number 10. A little expensive; it may be too much for people with a medium budget.,Hakan Saglicak,
positive,taste,,Kebabci Halil Usta,,5,I ate küşleme; simit kebab; mixed cubes. The frosting was juicy and pretty good.,Ali Okan,
positive,indoor_atmosphere,,Kebabci Halil Usta,,4,Meats are tasty without fat; but not very suitable for me. Since I like the meat cooked more; I couldn't enjoy it much anyway; I couldn't finish what I ordered. Although the portions are small; the prices are quite expensive.,Hatice Saral,
neutral,menu,,Kebabci Halil Usta,,3,I think the place is overrated. We said mixed in the middle; it was a disgusting image. Simit kebab was good. But the prices were too high.,Duygu Memis,
positive,taste,,Kebabci Halil Usta,,4,Delicious but not overdone.,Sayan Badem,
neutral,outdoor_atmosphere,,Kebabci Halil Usta,,3,Expensive.,Mert Sevimli,
positive,taste,,Kebabci Halil Usta,,5,Deserts was amazing; especially baklava! Liked it.,Sabri Donmez,
positive,taste,,Kebabci Halil Usta,,5,Its küşleme was great. It was very well cooked and juicy. However; the portion was small and they warn about this before ordering. Still; its meat is so delicious that it is worth eating. Prices are a little expensive.,Omer Zade,
positive,outdoor_atmosphere,,Kebabci Halil Usta,,4,4 people mixed menu with their own salad; 750 TL. For those who say price is not a problem. Meat tastes excellent. There is a parking lot.,Onder Sonmez,
positive,menu,,Kebabci Halil Usta,,4,We ate küşleme; it was amazing. But as you can see; really really expensive.,Jale Serin,
positive,indoor_atmosphere,,Kebabci Halil Usta,,5,We came from out of the town to try their meat. We waited in line for a while; but that's okay. It was an amazing experience. I recommend it to everyone.,Olcay Seker,
negative,taste,,Abidin Tantuni,,2,It was too oily and the place had problems with cleanliness.,Ugurcan Arbaz,
positive,outdoor_atmosphere,,Abidin Tantuni,,4,It was too spicy on my first try; but after a few bites I got used to it. The taste is really good; I like it.,Busra Uzun,
positive,indoor_atmosphere,,Abidin Tantuni,,5,it tasted so good that I even ordered and ate the second one!,Nezahat Arslan,
positive,menu,,Abidin Tantuni,,4,The taste is good but not satisfying.,Simge Sahin,
positive,taste,,Abidin Tantuni,,4,Deliciousss!,Ali Simsek,
positive,outdoor_atmosphere,,Abidin Tantuni,,5,We came to Abidin Tantuni with my friends from out of town. The pickles and of course the tantuni were very nice.,Savas Ozkan,
positive,indoor_atmosphere,,Abidin Tantuni,,5,Tantuni is delicious; service is fast; service is quality. Price of one portion is 85TL,Nihat Karabiber,
positive,outdoor_atmosphere,,Abidin Tantuni,,5,Great job; thank you!,Samet Besci,
positive,taste,,Abidin Tantuni,,5,we had a delicious tantuni experience. I was amazed by the taste of ayran; pickles and tantuni trio.,Meltem Ovali,
positive,indoor_atmosphere,,Abidin Tantuni,,4,One of the Most Beautiful Meat Tantuni Places. Meat tantuni is very tasty. It's a roadside place. It's a regular restaurant.,Erdal Dalgalar,
positive,indoor_atmosphere,,Abidin Tantuni,,4,The smell is awesome; the taste is normal; the speed is very good. We are full; thank you very much. Ayran was also nice.,Enes Ozturk,
neutral,outdoor_atmosphere,,Ahsap Iskender,,3,We wanted to try this place as it is famous. We paid more than 800 liras for 2 people; 1.5 portions of Iskender and a drink.,Burak Gurel,
positive,menu,,Ahsap Iskender,,4,Iskender kebab is not a meal worth that much money when I look at the price of 195 TL for 1 portion; rather than its taste.,Kemal Batursoy,
neutral,taste,,Ahsap Iskender,,3,Iskender is very delicious; you can optionally pour butter; what is interesting to me is that there are no treats.,Bayram Duzgun,
positive,indoor_atmosphere,,Ahsap Iskender,,5,The first time I ate; it's really worth the price. Taste and hygiene are the most important for me. Toilets were clean.,Ersin Kocabaldir,
positive,menu,,Ahsap Iskender,,4,My order came cold.,Hacer Coskun,
positive,outdoor_atmosphere,,Ahsap Iskender,,5,There is no problem of waiting queue; the ambiance of the place is nice; well done.,Deniz Dilli,
neutral,taste,,Ahsap Iskender,,3,It is very delicious; even the yogurt. However; a very very expensive portion of Iskender should not be 225 liras…,Sena Akim,
positive,indoor_atmosphere,,Ahsap Iskender,,5,Iskender kebab is a nice; clean and well-served place in Bursa.,Suat Ozdogan,
positive,indoor_atmosphere,,Ahsap Iskender,,4,The interior is very well designed. It has a historical texture. Employees were engaged. Frankly; the taste of iskender was not overly good; it was normal.,Omer Ata,
positive,outdoor_atmosphere,,Ahsap Iskender,,5,It was delicious as I heard.,Kubra Unver,
neutral,taste,,Ahsap Iskender,,3,Expensive; poor presentation; taste was not good enough to come from out of town and try. There are no treats.,Faruk Colak,
positive,indoor_atmosphere,,Kasikla Restaurant,,5,The staff is very polite and very concerned. Thank you for the delicious food.,Batuhan Sorkan,
positive,taste,,Kasikla Restaurant,,4,We ate oil ravioli and special ravioli. The ravioli was weak compared to the price. Employees are smiling.,Gokhan Kement,
negative,outdoor_atmosphere,,Kasikla Restaurant,,2,We wanted to try it for yaglama; it was disappointing for me; it had little ground meat; it didn't taste good; the appetizers were bad.,Ali Soyer,
positive,menu,,Kasikla Restaurant,,4,Not perfect but good.,Nur Atilla,
negative,taste,,Kasikla Restaurant,,2,We ate special ravioli; classic ravioli; yaglama; they were not friendly; their yaglama was like minced meat pasta; not greasing.,Sena Arpacioglu,
positive,indoor_atmosphere,,Kasikla Restaurant,,5,A very pleasant and quiet restaurant. Most importantly; the food is great. Everything I tasted was delicious.,Mustafa Sabanoglu,
positive,outdoor_atmosphere,,Kasikla Restaurant,,5,Recommend.,Sevim Turk,
negative,menu,,Kasikla Restaurant,,2,The ravioli tasted good and was satisfying as a portion; the portion was very small compared to the price of the yaglama.,Hilal Koc,
positive,taste,,Kasikla Restaurant,,5,The restaurant is very nice and elegant. We were greeted very kindly; the flavors were good.,Arda Kacan,
positive,taste,,Kasikla Restaurant,,5,Legendary flavors; I was amazed!,Edip Ipek,
neutral,outdoor_atmosphere,,Kasikla Restaurant,,3,I tried Kayseri's traditional ravioli and special ravioli. The special was just right for my taste. I like. We also tried yaglama but it wasn't as good as I imagined. It was also cold.,Betul Tomac,
positive,menu,,Askin Tostevi,,5,After waiting for about 20 minutes; we were able to eat Classic Ayvalık Toast. It was delicious and crunchy.,Sadu Aziz,
positive,outdoor_atmosphere,,Askin Tostevi,,4,Small busy place. We didn't wait long; service was fast. The toast was delicious but the portion was small and expensive.,Zafer Kulekci,
positive,taste,,Askin Tostevi,,4,First of all; they don't accept credit cards. The place is small; you can wait in line to sit. It's worth the taste.,Ali Palamut,
positive,indoor_atmosphere,,Askin Tostevi,,5,I loved it; with one word it was legendary. In other words; it is the best toast you can eat outside. The price is 35 TL for full Ayvalik toast; Ayran Lemonade is 15 TL.,Huseyin Ozer,
positive,menu,,Askin Tostevi,,4,Bread; cheese; sausage all left incredible flavors on our palate. We recommend it to everyone who will go to Ayvalık.,Muharrem Osanmaz,
positive,outdoor_atmosphere,,Askin Tostevi,,4,Liked.,Emrah Yasar,
positive,taste,,Askin Tostevi,,5,We paid 150 TL for 2 toast and 2 ayran. The only address of Ayvalık Toast. There are many queues; but the queue moves very quickly. Worth the wait.,Sema Sabancioglu,
positive,indoor_atmosphere,,Askin Tostevi,,4,Ambiance could be better.,Yaren Mihcioglu,
neutral,outdoor_atmosphere,,Askin Tostevi,,3,The place had problems with cleanliness. Prices were a little expensive.,Cansel Caka,
positive,taste,,Askin Tostevi,,5,When you go to Ayvalık; I definitely recommend you to go here to eat toast. Perfect taste.,Serhat Gulyuz,
positive,indoor_atmosphere,,Askin Tostevi,,4,Crispy and delicious toast.,Ipek Tanyas,
positive,menu,,Pizzeria Remo,,5,Excellent Roman pizza. Fast; pleasant and courteous service.,Roberto Tropea,
positive,outdoor_atmosphere,,Pizzeria Remo,,5,What an awesome place. The fried starters were lush; as were the rice balls. However; the pizza was amazing; the best I have tasted (in Rome).,Alberto Tonnia,
positive,indoor_atmosphere,,Pizzeria Remo,,4,It was quite crowded so we waited in line for a long time. The flavor was good.,Berk Ozyurt,
positive,menu,,Pizzeria Remo,,5,Authentic Italian restaurant; best pizza I ever ate in my life. You know it’s going to be good when Italians go there. Prices are really cheap as well; it was only 8€ for my pizza.,Dario Baggini,
positive,outdoor_atmosphere,,Pizzeria Remo,,5,I strongly recommend. The best of the best. Very thin and soft. Nice service and reasonable price.,Abdurrahman Mar,
positive,indoor_atmosphere,,Pizzeria Remo,,4,The pizzeria in the heart of Testaccio is open from 19:00 without reservation... fills up immediately. Excellent typical Roman pizza.,Maria Pezzotti,
positive,menu,,Pizzeria Remo,,4,Great thin crust pizza. Its super busy so be prepared for a decent wait. The suppli and fiore di zucca aren't the best; but the pizzas are top notch.,Tor Chiu,
neutral,taste,,Pizzeria Remo,,3,It was much better on our last visit (6 years ago). This time we were not satisfied with the service or the quality of the pizza.,Spyros Venizelos,
positive,outdoor_atmosphere,,Pizzeria Remo,,5,"Not touristic, that's why super. The place is real; truly local; authentic. Atmosphere here is really special. Waiters are cool guys; not trying to be super polite. Love it!",Eugene Kutain,
positive,taste,,Pizzeria Remo,,5,Awesome locals spot for pizza and typical Roman fare.,Amanda Musumeci,
positive,outdoor_atmosphere,,Pizzeria Remo,,5,Best pizza around. GOAT status. Have to try that Diavola pizza. Absolutely no cap!,Anthony Ciazzo,
positive,menu,,Diyarbakir Ocakbasi Palace,,4,The food is quite delicious. The prices are higher than the average in Samsun; but suitable for a decent place. The waiters were interested; the appetizers were delicious.,Nur Kirazli,
positive,outdoor_atmosphere,,Diyarbakir Ocakbasi Palace,,4,Diyarbakır Ocakbasi is one of the most established places of Samsun; but I couldn't understand this branch. The taste of the food is very good; there is no problem about it; but the service is very heavy; the number of staff is insufficient.,Can Batdal,
positive,menu,,Diyarbakir Ocakbasi Palace,,5,The view is beautiful; the food is good. It's about the waiters. If you are going alone in the evening; a reservation seems to be a must. Too crowded.,Hatice Nayir,
positive,taste,,Diyarbakir Ocakbasi Palace,,5,It was a great place; the most beautiful meatloaf I've ever eaten in my life.  The cheddar lahmacun and stuffed ribs were perfect; and the meat had no smell. The service is nice; they respect.,Muhsin Ates,
neutral,outdoor_atmosphere,,Diyarbakir Ocakbasi Palace,,3,When we last arrived; many of the products on the menu were not available. It is also interesting that there are no liver skewers in the place called Ocakbasi.,Mustafa Ay,
negative,taste,,Diyarbakir Ocakbasi Palace,,1,2 appetizers 1 salad the smell of blood and the taste of meat were disgusting chicken and lamb were fine.,Oguz Aslan,
negative,indoor_atmosphere,,Diyarbakir Ocakbasi Palace,,1,I gave unnecessary money. It had no taste; no service. It was very expensive.,Mucait Celik,
negative,taste,,Diyarbakir Ocakbasi Palace,,2,A restaurant that has lost its previous refinement. Lahmacun as seen in the photo. The service is slow. I recommend a little more wannabe and attention.,Ugur Dagci,
positive,outdoor_atmosphere,,Diyarbakir Ocakbasi Palace,,5,The food was great; the service was fast and the staff was friendly. Stuffed ribs were very fresh and delicious.,Nazli Fidanay,
positive,taste,,Diyarbakir Ocakbasi Palace,,4,We tried Lahmacun and Beyti. They both taste great.,Omer Emin Dede,
negative,taste,,Diyarbakir Ocakbasi Palace,,2,Their meat was incredibly bad. Chicken canada had another taste.  The service is nice; but I would say the flavor is 0. In a cooker; this tastelessness is surprising; obviously.,Burcu Bayrakci,
positive,indoor_atmosphere,,Kaliteci,,4,It's nice that it's open every time in a day. Turkish coffee + tea + 2 pastries =52TL. Service is average... Turkish coffee is not tasty.,Beril Sahin,
positive,outdoor_atmosphere,,Kaliteci,,4,Delicious tastes; clean place.,Ahmet Batur,
